Time,Speed,RPM,Throttle,Accel_Lon,Accel_Lat,Fuel,label
0,9.17,5317,100,0.394,-0.06,21.9953,0
0.05,9.97,5559,100,0.392,-0.07,21.9947,0
0.1,10.64,5749,100,0.391,-0.07,21.9941,0
0.15,11.27,5918,100,0.39,-0.09,21.9936,0
0.2,12.02,6105,96.27,0.388,-0.09,21.9929,0
0.25,12.69,6103,43.29,0.388,-0.1,21.9924,0
0.3,13.47,5733,0,0.389,-0.11,21.9922,0
0.35,14.11,5366,0,0.391,-0.11,21.9922,0
0.4,14.91,4910,0,0.394,-0.12,21.9922,0
0.45,15.55,4557,0,0.397,-0.14,21.9922,0
0.5,16.2,4218,0,0.396,-0.18,21.9922,0
0.55,16.88,3849,0,0.343,-0.21,21.9922,0
0.6,17.42,3568,0,0.306,-0.21,21.9922,0
0.65,18.11,3217,0,0.323,-0.23,21.9922,0
0.7,18.67,2941,0,0.335,-0.23,21.9922,0
0.75,19.25,2672,0,0.338,-0.23,21.9922,0
0.8,19.69,2465,0,-0.068,-0.21,21.9922,0
0.85,19.44,2514,0,-0.163,-0.19,21.9922,0
0.9,19.34,2501,6.01,-0.033,-0.2,21.9922,0
0.95,19.3,2523,35.27,-0.035,-0.19,21.9922,0
1,19.41,2614,63.13,0.129,-0.2,21.9922,0
1.05,19.86,2706,67.86,0.24,-0.2,21.992,0
1.1,20.25,2777,68.26,0.257,-0.19,21.9919,0
1.15,20.86,2898,71.42,0.289,-0.19,21.9918,0
1.2,21.38,3009,75.76,0.323,-0.18,21.9916,0
1.25,21.93,3116,75.76,0.343,-0.19,21.9914,0
1.3,22.66,3260,76.15,0.356,-0.17,21.9912,0
1.35,23.22,3371,76.94,0.381,-0.17,21.991,0
1.4,24.08,3520,71.42,0.406,-0.15,21.9907,0
1.45,24.75,3592,63.92,0.411,-0.14,21.9905,0
1.5,25.41,3629,58.79,0.403,-0.11,21.9903,1
1.55,26.25,3680,59.19,0.384,-0.08,21.9901,1
1.6,26.85,3750,62.74,0.379,-0.05,21.9899,1
1.65,27.46,3860,71.81,0.387,-0.03,21.9897,1
1.7,28.27,4080,82.07,0.423,0.01,21.9893,1
1.75,28.96,4265,82.47,0.436,0.03,21.989,1
1.8,29.7,4441,80.89,0.435,0.06,21.9886,1
1.85,30.57,4603,72.6,0.431,0.08,21.9882,1
1.9,31.25,4650,62.34,0.428,0.11,21.9879,1
1.95,32.06,4677,61.16,0.418,0.14,21.9876,1
2,32.72,4707,60.76,0.406,0.16,21.9873,1
2.05,33.55,4755,60.76,0.387,0.19,21.9869,1
2.1,34.16,4820,67.86,0.373,0.22,21.9866,1
2.15,34.77,4925,74.18,0.374,0.24,21.9863,1
2.2,35.52,5049,68.26,0.369,0.27,21.9858,1
2.25,36.07,5069,52.87,0.346,0.3,21.9855,1
2.3,36.72,4982,26.85,0.266,0.35,21.9853,1
2.35,37.05,4878,16.83,0.139,0.38,21.9852,1
2.4,37.16,4785,8.41,-0.031,0.4,21.9851,1
2.45,37.06,4740,4.81,-0.107,0.41,21.9851,1
2.5,36.85,4733,15.63,-0.116,0.42,21.985,1
2.55,36.73,4757,27.25,-0.072,0.43,21.985,1
2.6,36.72,4820,38.48,0.018,0.43,21.9848,1
2.65,36.83,4878,46.89,0.071,0.43,21.9847,1
2.7,37.07,4954,49.3,0.123,0.43,21.9844,1
2.75,37.29,5000,49.3,0.139,0.43,21.9842,1
2.8,37.31,5193,44.89,-0.064,0.44,21.984,1
2.85,37.25,5332,41.28,-0.063,0.44,21.9838,1
2.9,37.16,5494,40.08,-0.064,0.44,21.9835,1
2.95,37.06,5639,37.68,-0.065,0.45,21.9833,1
3,36.99,5732,36.87,-0.065,0.45,21.9831,1
3.05,37.51,4713,34.06,0.438,0.27,21.983,1
3.1,38.25,4131,31.26,0.216,0.41,21.983,1
3.15,38.69,3756,29.26,0.273,0.34,21.983,1
3.2,39.25,3296,28.05,0.281,0.3,21.983,1
3.25,39.81,2979,22.84,0.17,0.31,21.983,1
3.3,39.88,2959,13.23,-0.015,0.28,21.9829,0
3.35,39.86,2937,2,-0.04,0.22,21.9829,0
3.4,39.73,2926,0,-0.068,0.17,21.9829,0
3.45,39.63,2914,0,-0.083,0.14,21.9829,0
3.5,39.41,2887,0,-0.143,0.12,21.9829,0
3.55,39.14,2854,0,-0.211,0.11,21.9829,0
3.6,38.62,2801,0,-0.293,0.09,21.9829,0
3.65,38.14,2768,0,-0.307,0.08,21.9829,0
3.7,37.56,2728,0,-0.304,0.05,21.9829,0
3.75,37.08,2695,0,-0.302,0.02,21.9829,0
3.8,36.48,2669,0,-0.263,-0.03,21.9829,0
3.85,36.18,2666,0,-0.161,-0.07,21.9829,0
3.9,35.91,2655,0,-0.116,-0.11,21.9829,0
3.95,35.75,2647,0,-0.096,-0.13,21.9829,0
4,35.57,2635,0,-0.085,-0.15,21.9829,0
4.05,35.45,2632,4.41,-0.066,-0.17,21.9829,0
4.1,35.38,2630,9.62,-0.038,-0.19,21.9829,0
4.15,35.33,2637,22.84,-0.014,-0.22,21.9829,0
4.2,35.34,2643,28.45,0.015,-0.25,21.9829,0
4.25,35.38,2649,33.27,0.015,-0.28,21.9828,0
4.3,35.45,2675,50.9,0.054,-0.31,21.9828,1
4.35,35.6,2712,64.31,0.112,-0.33,21.9827,1
4.4,35.9,2755,68.66,0.154,-0.37,21.9825,1
4.45,36.16,2784,68.66,0.164,-0.39,21.9824,1
4.5,36.47,2821,68.66,0.174,-0.42,21.9823,1
4.55,36.86,2866,68.66,0.183,-0.44,21.9821,1
4.6,37.18,2899,64.31,0.187,-0.45,21.982,1
4.65,37.58,2907,52.08,0.017,-0.35,21.9818,1
4.7,37.75,2962,49.7,0.219,-0.53,21.9817,1
4.75,38.04,2991,49.7,0.016,-0.47,21.9815,1
4.8,38.33,2963,51.29,0.174,-0.59,21.9814,1
4.85,38.59,2993,55.64,0.12,-0.59,21.9813,1
4.9,38.92,3060,63.13,0.156,-0.54,21.9811,1
4.95,39.22,3128,68.26,0.177,-0.62,21.9809,1
5,39.69,3201,70.63,0.209,-0.55,21.9806,1
5.05,40.03,3264,73.39,0.228,-0.59,21.9804,1
5.1,40.48,3329,73.39,0.247,-0.55,21.9802,1
5.15,40.99,3410,73.39,0.249,-0.53,21.9799,1
5.2,41.53,3493,73.39,0.257,-0.53,21.9796,1
5.25,41.94,3554,73.39,0.259,-0.53,21.9793,1
5.3,42.48,3568,70.23,0.257,-0.53,21.9791,1
5.35,42.89,3590,68.26,0.26,-0.54,21.9789,1
5.4,43.31,3612,63.13,0.248,-0.54,21.9786,1
5.45,43.83,3615,58.39,0.239,-0.55,21.9783,1
5.5,44.31,3578,52.08,0.22,-0.56,21.9781,1
5.55,44.67,3556,51.69,0.2,-0.58,21.9779,1
5.6,45,3552,51.69,0.183,-0.59,21.9777,1
5.65,45.38,3576,54.45,0.171,-0.6,21.9775,1
5.7,45.69,3617,58.39,0.181,-0.6,21.9773,1
5.75,46.02,3658,56.82,0.189,-0.6,21.9771,1
5.8,46.35,3679,52.08,0.182,-0.61,21.9769,1
5.85,46.72,3660,41.68,0.154,-0.63,21.9766,1
5.9,46.94,3621,32.86,0.1,-0.64,21.9765,1
5.95,47.09,3565,25.25,0.035,-0.65,21.9764,1
6,47.12,3524,18.03,-0.018,-0.66,21.9763,1
6.05,47.07,3489,13.23,-0.065,-0.67,21.9763,1
6.1,46.95,3463,10.82,-0.095,-0.68,21.9762,1
6.15,46.8,3441,8.41,-0.117,-0.68,21.9762,1
6.2,46.57,3423,8.41,-0.126,-0.7,21.9762,1
6.25,46.36,3400,5.21,-0.137,-0.71,21.9762,1
6.3,46.15,3374,0,-0.151,-0.72,21.9762,1
6.35,45.83,3335,0,-0.169,-0.72,21.9762,1
6.4,45.55,3312,0,-0.173,-0.73,21.9762,1
6.45,45.3,3295,0,-0.173,-0.73,21.9762,1
6.5,44.95,3309,38.88,-0.151,-0.72,21.9761,1
6.55,44.86,3440,84.44,0.023,-0.72,21.976,1
6.6,45.02,3569,100,0.148,-0.68,21.9758,1
6.65,45.36,3657,100,0.219,-0.63,21.9756,1
6.7,45.83,3760,100,0.254,-0.58,21.9753,1
6.75,46.28,3853,100,0.277,-0.53,21.975,1
6.8,46.87,3968,100,0.307,-0.44,21.9746,1
6.85,47.37,4060,100,0.331,-0.38,21.9743,1
6.9,47.93,4055,100,0.367,-0.3,21.974,1
6.95,48.56,4122,100,0.387,-0.22,21.9737,1
7,49.38,4185,100,0.419,-0.12,21.9732,1
7.05,50.06,4220,100,0.439,-0.05,21.9729,1
7.1,50.8,4256,100,0.438,0.02,21.9725,1
7.15,51.68,4311,100,0.433,0.07,21.9719,1
7.2,52.41,4365,100,0.429,0.09,21.9716,1
7.25,53.09,4420,100,0.426,0.1,21.9711,1
7.3,53.95,4492,100,0.426,0.1,21.9706,1
7.35,54.67,4549,100,0.428,0.08,21.9702,1
7.4,55.36,4601,100,0.429,0.06,21.9697,1
7.45,56.21,4664,100,0.428,0.03,21.9691,1
7.5,56.94,4716,100,0.428,0.01,21.9687,1
7.55,57.62,4763,100,0.428,-0.01,21.9682,1
7.6,58.52,4822,100,0.427,-0.01,21.9676,1
7.65,59.12,4860,100,0.426,-0.01,21.9672,1
7.7,59.97,4913,100,0.423,-0.01,21.9666,1
7.75,60.69,4958,100,0.42,0,21.966,1
7.8,61.35,5001,100,0.417,0.01,21.9655,1
7.85,62.19,5056,100,0.413,0.02,21.9649,1
7.9,62.88,5103,100,0.41,0.04,21.9644,1
7.95,63.57,5150,100,0.408,0.05,21.9638,1
8,64.39,5206,100,0.404,0.07,21.9631,1
8.05,65.03,5286,100,0.401,0.08,21.9626,1
8.1,65.08,5873,100,-0.038,0.12,21.962,1
8.15,65.03,6404,100,-0.024,0.1,21.9613,1
8.2,64.98,6411,100,-0.029,0.09,21.9611,1
8.25,64.94,6513,100,-0.029,0.09,21.9608,1
8.3,64.88,5479,100,-0.03,0.07,21.9606,1
8.35,65.6,4777,100,0.44,0.04,21.9605,1
8.4,66.3,4088,100,0.44,0.04,21.9605,1
8.45,67.05,3588,100,0.422,0.04,21.9604,1
8.5,67.76,3427,100,0.283,0.03,21.9601,1
8.55,68.22,3437,100,0.256,0.03,21.9598,1
8.6,68.66,3460,100,0.262,0.03,21.9595,1
8.65,69.09,3483,100,0.269,0.04,21.9592,1
8.7,69.55,3509,100,0.275,0.04,21.9589,1
8.75,70.12,3541,100,0.284,0.05,21.9585,1
8.8,70.63,3571,100,0.29,0.05,21.9582,1
8.85,71.12,3600,100,0.295,0.05,21.9578,1
8.9,71.63,3630,100,0.299,0.06,21.9575,1
8.95,72.14,3661,100,0.303,0.08,21.9571,1
9,72.78,3702,100,0.306,0.12,21.9567,1
9.05,73.28,3733,100,0.308,0.14,21.9563,1
9.1,73.83,3768,100,0.312,0.16,21.9559,1
9.15,74.33,3798,100,0.315,0.17,21.9555,1
9.2,74.87,3828,100,0.319,0.17,21.9551,1
9.25,75.52,3862,100,0.324,0.15,21.9547,1
9.3,76.06,3890,100,0.328,0.12,21.9543,1
9.35,76.62,3918,100,0.329,0.06,21.9539,1
9.4,77.18,3948,100,0.328,-0.01,21.9534,1
9.45,77.88,3987,100,0.329,-0.06,21.9529,1
9.5,78.4,4016,100,0.331,-0.08,21.9525,1
9.55,79,4046,100,0.333,-0.1,21.9521,1
9.6,79.53,4073,100,0.335,-0.1,21.9516,1
9.65,80.09,4102,100,0.335,-0.1,21.9512,1
9.7,80.81,4139,100,0.335,-0.09,21.9506,1
9.75,81.37,4170,100,0.336,-0.08,21.9502,1
9.8,81.94,4200,100,0.337,-0.07,21.9497,1
9.85,82.47,4227,100,0.336,-0.07,21.9493,1
9.9,83.05,4254,100,0.335,-0.07,21.9489,1
9.95,83.75,4288,100,0.332,-0.08,21.9483,1
10,84.28,4313,100,0.329,-0.08,21.9478,1
10.05,84.87,4341,100,0.327,-0.09,21.9473,1
10.1,85.38,4366,100,0.325,-0.11,21.9469,1
10.15,86.1,4400,100,0.322,-0.12,21.9462,1
10.2,86.58,4423,100,0.321,-0.13,21.9458,1
10.25,87.16,4450,100,0.319,-0.14,21.9453,1
10.3,87.69,4475,100,0.318,-0.14,21.9448,1
10.35,88.23,4499,100,0.317,-0.12,21.9443,1
10.4,88.77,4523,100,0.315,-0.1,21.9438,1
10.45,89.39,4552,100,0.313,-0.07,21.9432,1
10.5,89.95,4578,100,0.311,-0.06,21.9427,1
10.55,90.45,4601,100,0.309,-0.06,21.9422,1
10.6,90.97,4626,100,0.307,-0.08,21.9417,1
10.65,91.49,4651,100,0.303,-0.11,21.9412,1
10.7,92.09,4682,100,0.299,-0.14,21.9406,1
10.75,92.59,4708,100,0.297,-0.15,21.9401,1
10.8,93.1,4732,100,0.296,-0.17,21.9396,1
10.85,93.69,4760,100,0.294,-0.18,21.9389,1
10.9,94.19,4783,100,0.291,-0.2,21.9384,1
10.95,94.67,4807,100,0.289,-0.21,21.9379,1
11,95.16,4831,100,0.287,-0.22,21.9374,1
11.05,95.77,4860,100,0.284,-0.23,21.9367,1
11.1,96.12,4877,100,0.284,-0.23,21.9363,1
11.15,96.69,4903,100,0.283,-0.22,21.9356,1
11.2,97.16,4924,100,0.282,-0.21,21.9351,1
11.25,97.64,4945,100,0.281,-0.19,21.9346,1
11.3,98.2,4969,100,0.28,-0.16,21.9339,1
11.35,98.67,4989,100,0.279,-0.15,21.9334,1
11.4,99.14,5010,100,0.277,-0.14,21.9328,1
11.45,99.61,5031,100,0.275,-0.13,21.9323,1
11.5,100.08,5053,100,0.274,-0.12,21.9317,1
11.55,100.53,5074,100,0.272,-0.12,21.9311,1
11.6,101.08,5100,100,0.27,-0.11,21.9304,1
11.65,101.54,5122,100,0.269,-0.11,21.9299,1
11.7,101.99,5144,100,0.268,-0.11,21.9293,1
11.75,102.56,5170,100,0.266,-0.11,21.9286,1
11.8,102.98,5190,100,0.265,-0.11,21.9281,1
11.85,103.42,5212,100,0.263,-0.12,21.9275,1
11.9,103.87,5233,100,0.261,-0.13,21.9269,1
11.95,104.31,5255,100,0.26,-0.14,21.9264,1
12,104.75,5276,100,0.258,-0.15,21.9258,1
12.05,105.27,5301,100,0.257,-0.15,21.9251,1
12.1,105.72,5323,100,0.256,-0.15,21.9245,1
12.15,106.13,5341,100,0.256,-0.14,21.9239,1
12.2,106.64,5364,100,0.255,-0.12,21.9232,1
12.25,107.08,5384,100,0.254,-0.1,21.9226,1
12.3,107.5,5404,100,0.253,-0.09,21.922,1
12.35,107.93,5423,100,0.251,-0.08,21.9214,1
12.4,108.41,5446,100,0.249,-0.08,21.9207,1
12.45,108.83,5465,100,0.248,-0.08,21.9202,1
12.5,109.25,5485,100,0.246,-0.08,21.9195,1
12.55,109.66,5505,100,0.245,-0.07,21.9189,1
12.6,109.91,5915,100,-0.037,-0.08,21.9182,1
12.65,109.85,6417,100,-0.04,-0.07,21.9176,1
12.7,109.78,6465,100,-0.043,-0.07,21.9173,1
12.75,109.7,6528,100,-0.045,-0.08,21.9171,1
12.8,109.61,6570,100,-0.046,-0.08,21.9169,1
12.85,109.97,4828,100,0.461,-0.05,21.9168,1
12.9,110.68,4321,100,0.432,-0.07,21.9165,1
12.95,111.26,4071,100,0.245,-0.08,21.9162,1
13,111.65,4056,100,0.181,-0.08,21.9158,1
13.05,111.94,4067,100,0.184,-0.07,21.9155,1
13.1,112.25,4080,100,0.189,-0.06,21.9151,1
13.15,112.64,4095,100,0.194,-0.05,21.9147,1
13.2,112.95,4108,100,0.197,-0.04,21.9143,1
13.25,113.36,4124,100,0.202,-0.03,21.9138,1
13.3,113.7,4139,100,0.205,-0.02,21.9134,1
13.35,114.03,4152,100,0.208,-0.02,21.9131,1
13.4,114.45,4170,100,0.211,-0.01,21.9126,1
13.45,114.76,4184,100,0.213,-0,21.9122,1
13.5,115.12,4199,100,0.215,0,21.9118,1
13.55,115.54,4216,100,0.217,0.01,21.9113,1
13.6,115.91,4230,100,0.218,0.02,21.9108,1
13.65,116.33,4246,100,0.219,0.02,21.9103,1
13.7,116.67,4259,100,0.219,0.02,21.9099,1
13.75,117.11,4275,100,0.219,0.02,21.9094,1
13.8,117.46,4288,100,0.22,0.02,21.909,1
13.85,117.91,4304,100,0.219,0.02,21.9084,1
13.9,118.25,4317,100,0.219,0.02,21.908,1
13.95,118.6,4329,100,0.219,0.02,21.9075,1
14,119.06,4346,100,0.219,0.02,21.907,1
14.05,119.41,4359,100,0.219,0.02,21.9065,1
14.1,119.78,4372,100,0.218,0.03,21.906,1
14.15,120.22,4388,100,0.217,0.03,21.9055,1
14.2,120.56,4400,100,0.217,0.04,21.905,1
14.25,120.94,4413,100,0.217,0.05,21.9045,1
14.3,121.36,4429,100,0.216,0.05,21.904,1
14.35,121.73,4442,100,0.215,0.06,21.9035,1
14.4,122.09,4454,100,0.214,0.07,21.903,1
14.45,122.53,4470,100,0.214,0.07,21.9024,1
14.5,122.82,4480,100,0.213,0.08,21.902,1
14.55,123.22,4494,100,0.212,0.08,21.9015,1
14.6,123.56,4506,100,0.212,0.08,21.901,1
14.65,124.01,4522,100,0.211,0.09,21.9004,1
14.7,124.36,4534,100,0.21,0.09,21.8999,1
14.75,124.69,4546,100,0.209,0.09,21.8994,1
14.8,125.11,4561,100,0.208,0.09,21.8988,1
14.85,125.47,4573,100,0.207,0.09,21.8983,1
14.9,125.8,4585,100,0.207,0.09,21.8979,1
14.95,126.14,4597,100,0.206,0.09,21.8973,1
15,126.56,4611,100,0.205,0.09,21.8967,1
15.05,126.91,4623,100,0.205,0.08,21.8962,1
15.1,127.22,4634,100,0.204,0.07,21.8958,1
15.15,127.57,4646,100,0.203,0.06,21.8952,1
15.2,127.96,4659,100,0.202,0.05,21.8947,1
15.25,128.3,4671,100,0.202,0.03,21.8942,1
15.3,128.64,4683,100,0.201,0.02,21.8936,1
15.35,128.74,5272,100,-0.047,0.01,21.893,1
15.4,128.64,5975,100,-0.051,-0,21.8923,1
15.45,128.56,6471,100,-0.053,-0.01,21.8917,1
15.5,128.47,6446,100,-0.054,-0.02,21.8915,1
15.55,128.36,6481,100,-0.055,-0.02,21.8912,1
15.6,128.28,6572,100,-0.054,-0.03,21.891,1
15.65,128.19,6403,100,-0.044,-0.03,21.891,1
15.7,128.13,6438,100,-0.017,-0.03,21.8907,1
15.75,128.12,6415,100,0.002,-0.03,21.8906,1
15.8,128.18,6418,100,0.049,-0.03,21.8901,1
15.85,128.22,6293,100,-0.001,-0.03,21.89,1
15.9,128.31,6382,100,0.084,-0.03,21.8896,1
15.95,128.52,6403,100,0.121,-0.02,21.889,1
16,128.76,6399,100,0.132,-0.02,21.8885,1
16.05,128.97,6400,100,0.134,-0.01,21.888,1
16.1,129.19,6405,100,0.136,-0.01,21.8875,1
16.15,129.47,6393,100,0.138,-0,21.8868,1
16.2,129.69,6405,100,0.14,0,21.8863,1
16.25,129.96,6419,100,0.141,0.01,21.8857,1
16.3,130.18,6431,100,0.142,0.01,21.8851,2
16.35,130.31,6514,100,-0.052,0.02,21.8846,2
16.4,130.21,6536,100,-0.052,0.02,21.8845,2
16.45,130.13,6432,100,-0.053,0.02,21.8844,2
16.5,130.03,6465,100,-0.055,0.02,21.8842,2
16.55,129.94,6559,100,-0.055,0.03,21.884,1
16.6,130.29,5147,100,0.472,0.02,21.8839,2
16.65,130.85,4790,100,0.264,0.03,21.8836,2
16.7,131.16,4728,100,0.128,0.03,21.8832,2
16.75,131.42,4738,100,0.129,0.03,21.8828,2
16.8,131.63,4748,100,0.134,0.03,21.8824,2
16.85,131.89,4760,100,0.14,0.03,21.882,2
16.9,132.1,4770,100,0.145,0.03,21.8816,2
16.95,132.4,4783,100,0.15,0.03,21.8811,2
17,132.62,4793,100,0.153,0.02,21.8807,2
17.05,132.94,4807,100,0.157,0.02,21.8802,2
17.1,133.19,4818,100,0.16,0.02,21.8798,2
17.15,133.5,4831,100,0.162,0.02,21.8792,2
17.2,133.75,4842,100,0.165,0.02,21.8788,2
17.25,134.09,4857,100,0.167,0.02,21.8782,2
17.3,134.35,4868,100,0.168,0.02,21.8777,2
17.35,134.69,4881,100,0.17,0.02,21.8772,2
17.4,134.97,4892,100,0.171,0.02,21.8767,2
17.45,135.25,4903,100,0.172,0.03,21.8762,2
17.5,135.6,4916,100,0.173,0.03,21.8756,2
17.55,135.88,4926,100,0.173,0.02,21.8751,2
17.6,136.17,4937,100,0.173,0.03,21.8746,2
17.65,136.54,4951,100,0.174,0.03,21.8739,2
17.7,136.8,4960,100,0.174,0.03,21.8734,2
17.75,137.09,4971,100,0.174,0.03,21.8729,2
17.8,137.38,4982,100,0.174,0.02,21.8724,2
17.85,137.68,4993,100,0.174,0.02,21.8718,2
17.9,138.05,5006,100,0.173,0.02,21.8712,2
17.95,138.34,5016,100,0.173,0.01,21.8706,2
18,138.62,5026,100,0.173,-0,21.8701,2
18.05,138.91,5037,100,0.173,-0.02,21.8695,2
18.1,139.28,5050,100,0.172,-0.03,21.8689,2
18.15,139.56,5061,100,0.172,-0.05,21.8683,2
18.2,139.84,5071,100,0.172,-0.06,21.8678,2
18.25,140.13,5081,100,0.171,-0.07,21.8672,2
18.3,140.42,5091,100,0.171,-0.08,21.8667,2
18.35,140.78,5104,100,0.17,-0.1,21.866,2
18.4,141.07,5115,100,0.17,-0.1,21.8654,2
18.45,141.35,5125,100,0.169,-0.11,21.8649,2
18.5,141.64,5135,100,0.169,-0.11,21.8643,2
18.55,141.93,5145,100,0.168,-0.12,21.8637,2
18.6,142.26,5157,100,0.168,-0.11,21.8631,2
18.65,142.56,5168,100,0.167,-0.11,21.8625,2
18.7,142.82,5177,100,0.167,-0.12,21.8619,2
18.75,143.16,5189,100,0.166,-0.12,21.8612,2
18.8,143.41,5198,100,0.165,-0.13,21.8607,2
18.85,143.7,5209,100,0.164,-0.14,21.8601,2
18.9,143.97,5214,96.27,0.16,-0.15,21.8596,2
18.95,144.23,5213,90.36,0.146,-0.17,21.859,2
19,144.47,5213,86.8,0.131,-0.18,21.8585,2
19.05,144.75,5221,86.8,0.128,-0.19,21.8579,2
19.1,144.96,5228,86.8,0.128,-0.19,21.8574,2
19.15,145.18,5235,86.8,0.128,-0.18,21.8569,2
19.2,145.38,5242,86.8,0.127,-0.18,21.8564,2
19.25,145.59,5225,64.71,0.1,-0.18,21.8559,2
19.3,145.69,5179,32.47,0.023,-0.18,21.8556,2
19.35,145.63,5132,4.41,-0.067,-0.17,21.8555,2
19.4,145.42,5105,0,-0.119,-0.16,21.8555,2
19.45,145.19,5089,0,-0.141,-0.15,21.8555,2
19.5,144.9,5066,0,-0.181,-0.14,21.8555,2
19.55,144.57,5047,0,-0.207,-0.12,21.8555,2
19.6,144.15,5013,0,-0.262,-0.1,21.8555,2
19.65,143.65,4950,0,-0.37,-0.09,21.8555,2
19.7,142.81,4835,0,-0.557,-0.08,21.8555,2
19.75,141.62,4702,0,-0.736,-0.06,21.8555,2
19.8,140.3,4625,0,-0.807,-0.06,21.8555,2
19.85,138.8,4559,0,-0.861,-0.05,21.8555,2
19.9,137.26,4434,0,-0.951,-0.05,21.8555,2
19.95,135.49,4320,0,-1.002,-0.03,21.8555,2
20,133.72,4260,0,-0.984,-0.04,21.8555,2
20.05,132,4209,0,-0.958,-0.04,21.8555,2
20.1,130.3,4135,0,-0.932,-0.03,21.8555,2
20.15,128.5,4107,0,-0.959,-0.03,21.8555,1
20.2,126.78,4027,0,-0.973,-0.04,21.8555,1
20.25,125.45,3970,0,-0.97,-0.03,21.8555,1
20.3,123.6,3969,0,-0.986,-0.02,21.8555,1
20.35,121.85,3852,0,-0.988,-0,21.8555,1
20.4,120.03,3809,0,-0.984,0.01,21.8555,1
20.45,118.19,3778,0,-0.97,0.05,21.8555,1
20.5,116.88,3722,0,-0.947,0.04,21.8555,1
20.55,115.08,3704,0,-0.96,0.04,21.8555,1
20.6,113.28,3600,0,-0.922,0.07,21.8555,1
20.65,111.67,3551,0,-0.927,0.08,21.8555,1
20.7,110.27,3553,0,-0.96,0.06,21.8555,1
20.75,108.47,3461,0,-0.923,0.1,21.8555,1
20.8,106.78,3393,0,-0.977,0.09,21.8555,1
20.85,104.97,3315,0,-0.964,0.11,21.8555,1
20.9,103.58,3256,0,-0.965,0.11,21.8555,1
20.95,101.89,3186,0,-0.934,0.13,21.8555,1
21,100.1,3115,0,-0.91,0.15,21.8555,1
21.05,98.36,3045,0,-0.911,0.15,21.8555,1
21.1,96.64,2999,0,-0.92,0.14,21.8555,1
21.15,95.36,3000,0,-0.94,0.12,21.8555,1
21.2,93.66,3058,0,-0.921,0.1,21.8555,1
21.25,91.91,3203,0,-0.957,0.04,21.8555,1
21.3,90.16,3439,0,-0.936,-0.01,21.8555,1
21.35,89.07,3692,0,-0.456,-0.06,21.8555,1
21.4,88.33,4126,0,-0.292,-0.11,21.8555,0
21.45,88.04,4247,2.4,-0.127,-0.16,21.8555,0
21.5,87.88,4256,5.61,-0.088,-0.23,21.8555,0
21.55,87.74,4215,8.02,-0.041,-0.3,21.8555,0
21.6,87.59,4239,16.83,-0.06,-0.34,21.8555,0
21.65,87.52,4251,37.68,-0.025,-0.35,21.8554,1
21.7,87.55,4288,64.71,0.053,-0.35,21.8553,1
21.75,87.68,4331,91.54,0.118,-0.34,21.8551,1
21.8,87.94,4374,100,0.174,-0.33,21.8548,1
21.85,88.27,4403,100,0.192,-0.33,21.8545,1
21.9,88.56,4426,100,0.203,-0.32,21.8542,1
21.95,88.97,4453,97.85,0.214,-0.31,21.8538,1
22,89.36,4475,97.46,0.221,-0.29,21.8534,1
22.05,89.71,4499,99.83,0.234,-0.26,21.853,1
22.1,90.11,4523,100,0.245,-0.22,21.8526,1
22.15,90.59,4549,100,0.253,-0.17,21.8522,1
22.2,91.05,4573,100,0.258,-0.13,21.8517,1
22.25,91.59,4603,100,0.262,-0.07,21.8512,1
22.3,91.95,4623,100,0.265,-0.04,21.8508,1
22.35,92.41,4648,100,0.267,-0.01,21.8504,1
22.4,92.92,4676,100,0.269,0.02,21.8499,1
22.45,93.44,4704,100,0.271,0.04,21.8493,1
22.5,93.84,4726,100,0.273,0.05,21.8489,1
22.55,94.44,4758,100,0.274,0.06,21.8483,1
22.6,94.85,4779,100,0.274,0.07,21.8479,1
22.65,95.34,4805,100,0.274,0.08,21.8473,1
22.7,95.81,4829,100,0.274,0.1,21.8468,1
22.75,96.36,4858,100,0.273,0.12,21.8462,1
22.8,96.77,4879,100,0.272,0.14,21.8458,1
22.85,97.28,4905,100,0.271,0.16,21.8452,1
22.9,97.8,4932,100,0.27,0.18,21.8446,1
22.95,98.19,4952,100,0.269,0.19,21.8441,1
23,98.65,4975,100,0.268,0.21,21.8436,1
23.05,99.13,4999,100,0.267,0.22,21.843,1
23.1,99.58,5022,100,0.266,0.23,21.8425,1
23.15,100.03,5045,100,0.265,0.23,21.8419,1
23.2,100.56,5071,100,0.264,0.24,21.8413,1
23.25,100.94,5090,100,0.263,0.24,21.8408,1
23.3,101.44,5116,100,0.261,0.26,21.8402,1
23.35,101.9,5141,100,0.258,0.27,21.8396,1
23.4,102.36,5166,100,0.256,0.29,21.839,1
23.45,102.87,5193,100,0.254,0.31,21.8383,1
23.5,103.24,5214,100,0.252,0.32,21.8378,1
23.55,103.77,5242,100,0.25,0.34,21.8371,1
23.6,104.11,5259,100,0.249,0.35,21.8366,1
23.65,104.57,5282,100,0.249,0.35,21.836,1
23.7,104.96,5300,100,0.248,0.35,21.8354,1
23.75,105.4,5321,100,0.249,0.34,21.8348,1
23.8,105.89,5343,100,0.25,0.33,21.8341,1
23.85,106.33,5361,99.43,0.25,0.31,21.8335,1
23.9,106.66,5336,71.42,0.226,0.3,21.8331,1
23.95,106.94,5237,35.67,0.093,0.3,21.8327,0
