Time,Speed,RPM,Throttle,Accel_Lon,Accel_Lat,Fuel,label
442.4,179.91,5082,100,0.106,0.02,19.4122,2
442.45,180.09,5087,100,0.106,-0,19.4116,2
442.5,180.3,5093,100,0.105,-0.03,19.411,2
442.55,180.45,5098,100,0.105,-0.05,19.4105,2
442.6,180.65,5103,100,0.104,-0.07,19.4099,2
442.65,180.83,5108,100,0.104,-0.1,19.4093,2
442.7,181.01,5114,100,0.103,-0.13,19.4087,2
442.75,181.2,5120,100,0.102,-0.16,19.4081,2
442.8,181.37,5125,100,0.101,-0.19,19.4075,2
442.85,181.55,5131,100,0.1,-0.22,19.4069,2
442.9,181.72,5136,100,0.099,-0.25,19.4063,2
442.95,181.9,5142,100,0.098,-0.28,19.4057,2
443,182.06,5147,100,0.097,-0.3,19.4052,2
443.05,182.22,5153,100,0.095,-0.32,19.4046,2
443.1,182.38,5158,100,0.094,-0.34,19.4039,2
443.15,182.5,5185,100,0.15,-0.3,19.4033,2
443.2,182.67,5165,100,0.078,-0.37,19.4028,2
443.25,182.81,5172,100,0.099,-0.38,19.4023,2
443.3,182.98,5176,100,0.092,-0.36,19.4016,2
443.35,183.12,5181,100,0.094,-0.36,19.4011,2
443.4,183.28,5185,100,0.095,-0.34,19.4005,2
443.45,183.47,5189,100,0.097,-0.31,19.3997,2
443.5,183.6,5192,100,0.097,-0.29,19.3993,2
443.55,183.76,5194,100,0.098,-0.27,19.3987,2
443.6,183.93,5197,100,0.098,-0.24,19.3981,2
443.65,184.14,5202,100,0.098,-0.21,19.3973,2
443.7,184.3,5205,100,0.097,-0.2,19.3968,2
443.75,184.47,5210,100,0.096,-0.19,19.3962,2
443.8,184.63,5215,100,0.096,-0.19,19.3956,2
443.85,184.76,5218,100,0.095,-0.19,19.3951,2
443.9,184.94,5224,100,0.095,-0.2,19.3945,2
443.95,185.1,5229,100,0.094,-0.22,19.3939,2
444,185.26,5234,100,0.093,-0.24,19.3933,2
444.05,185.43,5240,100,0.092,-0.26,19.3927,2
444.1,185.59,5245,100,0.092,-0.29,19.392,2
444.15,185.75,5249,100,0.092,-0.3,19.3914,2
444.2,185.91,5253,100,0.092,-0.3,19.3908,2
444.25,186.06,5257,100,0.092,-0.3,19.3902,2
444.3,186.22,5262,100,0.091,-0.3,19.3896,2
444.35,186.37,5266,100,0.091,-0.29,19.389,2
444.4,186.53,5270,100,0.092,-0.29,19.3884,2
444.45,186.67,5275,100,0.091,-0.29,19.3878,2
444.5,186.82,5279,100,0.09,-0.28,19.3871,2
444.55,186.99,5283,100,0.09,-0.28,19.3866,2
444.6,187.15,5287,100,0.09,-0.27,19.3859,2
444.65,187.3,5291,100,0.091,-0.26,19.3853,2
444.7,187.46,5294,100,0.092,-0.23,19.3847,2
444.75,187.58,5297,100,0.092,-0.21,19.3842,2
444.8,187.78,5301,100,0.093,-0.18,19.3835,2
444.85,187.93,5305,100,0.093,-0.17,19.3829,2
444.9,188.06,5308,100,0.092,-0.16,19.3824,2
444.95,188.25,5313,100,0.092,-0.14,19.3817,2
445,188.42,5317,100,0.092,-0.11,19.381,2
445.05,188.57,5321,100,0.092,-0.1,19.3804,2
445.1,188.75,5326,100,0.092,-0.07,19.3798,2
445.15,188.88,5329,100,0.092,-0.06,19.3793,2
445.2,189.03,5334,100,0.092,-0.04,19.3787,2
445.25,189.19,5338,100,0.091,-0.03,19.3781,2
445.3,189.4,5344,100,0.091,-0.01,19.3773,2
445.35,189.53,5347,100,0.091,0.01,19.3768,2
445.4,189.68,5351,100,0.09,0.03,19.3763,2
445.45,189.85,5356,100,0.09,0.05,19.3756,2
445.5,190.02,5361,100,0.089,0.08,19.3749,2
445.55,190.16,5365,100,0.089,0.1,19.3744,2
445.6,190.33,5370,100,0.088,0.12,19.3737,2
445.65,190.47,5374,100,0.088,0.13,19.3731,2
445.7,190.63,5379,100,0.088,0.15,19.3725,2
445.75,190.78,5383,100,0.087,0.16,19.3719,2
445.8,190.92,5387,100,0.087,0.17,19.3713,2
445.85,191.09,5392,100,0.086,0.18,19.3706,2
445.9,191.25,5397,100,0.086,0.19,19.3699,2
445.95,191.37,5400,100,0.086,0.19,19.3695,2
446,191.53,5404,100,0.085,0.19,19.3688,2
446.05,191.68,5405,100,0.082,0.2,19.3682,2
446.1,191.84,5414,100,0.088,0.21,19.3675,2
446.15,192,5417,100,0.083,0.2,19.3668,2
446.2,192.11,5420,100,0.084,0.2,19.3663,2
446.25,192.25,5424,100,0.084,0.19,19.3657,2
446.3,192.41,5428,100,0.084,0.19,19.3651,2
446.35,192.57,5433,100,0.084,0.19,19.3643,2
446.4,192.68,5436,100,0.084,0.19,19.3639,2
446.45,192.83,5440,100,0.083,0.18,19.3632,2
446.5,193,5445,100,0.083,0.18,19.3625,2
446.55,193.12,5448,100,0.083,0.18,19.362,2
446.6,193.27,5452,100,0.083,0.17,19.3613,2
446.65,193.43,5456,100,0.083,0.17,19.3606,2
446.7,193.56,5459,100,0.082,0.17,19.3601,2
446.75,193.71,5463,100,0.082,0.16,19.3594,2
446.8,193.86,5467,100,0.082,0.16,19.3587,2
446.85,194,5472,100,0.082,0.16,19.3581,2
446.9,194.12,5475,100,0.082,0.15,19.3575,2
446.95,194.27,5478,100,0.082,0.14,19.3569,2
447,194.46,5483,100,0.082,0.12,19.3561,2
447.05,194.57,5486,100,0.082,0.11,19.3556,2
447.1,194.73,5490,100,0.081,0.1,19.3549,2
447.15,194.83,5493,100,0.081,0.09,19.3544,2
447.2,194.98,5497,100,0.081,0.07,19.3538,2
447.25,195.16,5502,100,0.081,0.05,19.353,2
447.3,195.25,5504,100,0.081,0.04,19.3525,2
447.35,195.41,5508,100,0.08,0.02,19.3518,2
447.4,195.55,5512,100,0.08,0,19.3512,2
447.45,195.68,5516,100,0.08,-0.01,19.3506,2
447.5,195.84,5520,100,0.08,-0.03,19.3499,2
447.55,195.99,5524,100,0.08,-0.03,19.3493,2
447.6,196.13,5528,100,0.079,-0.04,19.3486,2
447.65,196.27,5532,100,0.079,-0.04,19.348,2
447.7,196.41,5536,100,0.079,-0.04,19.3473,2
447.75,196.52,5539,100,0.079,-0.03,19.3468,2
447.8,196.66,5543,100,0.078,-0.02,19.3462,2
447.85,196.81,5547,100,0.078,-0,19.3455,2
447.9,196.94,5551,100,0.078,0.01,19.3448,2
447.95,197.09,5555,100,0.078,0.03,19.3442,2
448,197.22,5558,100,0.077,0.05,19.3436,2
448.05,197.36,5562,100,0.077,0.06,19.343,2
448.1,197.5,5566,100,0.077,0.08,19.3423,2
448.15,197.63,5570,100,0.076,0.09,19.3416,2
448.2,197.78,5574,100,0.076,0.1,19.341,2
448.25,197.9,5578,100,0.076,0.11,19.3403,2
448.3,198.05,5582,100,0.076,0.12,19.3396,2
448.35,198.14,5585,100,0.075,0.12,19.3391,2
448.4,198.31,5589,100,0.075,0.11,19.3383,2
448.45,198.45,5593,100,0.075,0.11,19.3377,2
448.5,198.55,5596,100,0.075,0.1,19.3372,2
448.55,198.68,5599,100,0.075,0.09,19.3365,2
448.6,198.81,5602,100,0.075,0.07,19.3359,2
448.65,198.94,5606,100,0.075,0.06,19.3352,2
448.7,199.07,5609,100,0.075,0.04,19.3346,2
448.75,199.22,5613,100,0.074,0.03,19.3339,2
448.8,199.34,5617,100,0.074,0.01,19.3333,2
448.85,199.48,5620,100,0.074,0,19.3326,2
448.9,199.62,5624,100,0.074,-0.01,19.332,2
448.95,199.75,5628,100,0.073,-0.02,19.3313,2
449,199.88,5631,100,0.073,-0.03,19.3306,2
449.05,200,5635,100,0.073,-0.04,19.33,2
449.1,200.11,5638,100,0.073,-0.04,19.3295,2
449.15,200.24,5642,100,0.073,-0.05,19.3288,2
449.2,200.4,5646,100,0.072,-0.07,19.328,2
449.25,200.49,5649,100,0.072,-0.08,19.3275,2
449.3,200.62,5653,100,0.071,-0.11,19.3269,2
449.35,200.75,5657,100,0.07,-0.14,19.3262,2
449.4,200.86,5661,100,0.069,-0.17,19.3256,2
449.45,200.99,5665,100,0.067,-0.22,19.3249,2
449.5,201.11,5670,100,0.065,-0.27,19.3242,2
449.55,201.21,5675,100,0.063,-0.31,19.3236,2
449.6,201.32,5680,100,0.061,-0.36,19.3229,2
449.65,201.41,5683,100,0.058,-0.4,19.3222,2
449.7,201.5,5689,100,0.056,-0.44,19.3215,2
449.75,201.59,5694,100,0.054,-0.47,19.3209,2
449.8,201.67,5699,100,0.054,-0.49,19.3202,2
449.85,201.74,5703,100,0.055,-0.5,19.3195,2
449.9,201.81,5706,100,0.056,-0.5,19.3189,2
449.95,201.87,5708,100,0.056,-0.5,19.3183,2
450,201.94,5710,100,0.057,-0.5,19.3177,2
450.05,202.02,5711,100,0.058,-0.5,19.317,2
450.1,202.09,5712,100,0.058,-0.48,19.3163,2
450.15,202.18,5712,100,0.059,-0.47,19.3157,2
450.2,202.26,5714,100,0.059,-0.45,19.315,2
450.25,202.35,5715,100,0.059,-0.43,19.3143,2
450.3,202.42,5716,100,0.059,-0.42,19.3138,2
450.35,202.51,5717,100,0.059,-0.4,19.3131,2
450.4,202.61,5719,100,0.059,-0.39,19.3124,2
450.45,202.7,5721,100,0.06,-0.38,19.3117,2
450.5,202.81,5723,100,0.06,-0.37,19.311,2
450.55,202.91,5725,100,0.059,-0.36,19.3103,2
450.6,202.98,5727,100,0.059,-0.37,19.3098,2
450.65,203.07,5730,100,0.058,-0.38,19.3091,2
450.7,203.17,5733,100,0.057,-0.39,19.3084,2
450.75,203.26,5737,100,0.056,-0.41,19.3077,2
450.8,203.36,5741,100,0.055,-0.43,19.307,2
450.85,203.43,5743,100,0.054,-0.44,19.3064,2
450.9,203.51,5747,100,0.053,-0.46,19.3057,2
450.95,203.58,5751,100,0.052,-0.48,19.3051,2
451,203.65,5755,100,0.05,-0.5,19.3044,2
451.05,203.7,5757,100,0.05,-0.51,19.3039,2
451.1,203.78,5762,100,0.048,-0.53,19.3031,2
451.15,203.82,5765,100,0.047,-0.54,19.3025,2
451.2,203.88,5768,100,0.045,-0.56,19.3018,2
451.25,203.93,5772,100,0.044,-0.57,19.3011,2
451.3,203.98,5775,100,0.042,-0.59,19.3005,2
451.35,204.01,5778,100,0.041,-0.6,19.2998,2
451.4,204.05,5781,100,0.04,-0.61,19.2991,2
451.45,204.09,5784,100,0.04,-0.62,19.2984,2
451.5,204.11,5785,100,0.039,-0.62,19.2979,2
451.55,204.14,5788,100,0.038,-0.63,19.2971,2
451.6,204.17,5791,100,0.037,-0.64,19.2964,2
451.65,204.19,5792,100,0.037,-0.65,19.2959,2
451.7,204.2,5794,100,0.036,-0.65,19.2952,2
451.75,204.23,5796,100,0.036,-0.66,19.2945,2
451.8,204.24,5797,100,0.035,-0.66,19.2938,2
451.85,204.25,5799,100,0.033,-0.67,19.2932,2
451.9,204.26,5801,100,0.032,-0.67,19.2925,2
451.95,204.27,5803,100,0.031,-0.68,19.2918,2
452,204.27,5805,100,0.029,-0.69,19.2912,2
452.05,204.27,5808,100,0.028,-0.69,19.2905,2
452.1,204.26,5810,100,0.026,-0.7,19.2898,2
452.15,204.25,5813,100,0.024,-0.71,19.2888,2
452.2,204.24,5814,100,0.023,-0.71,19.2884,2
452.25,204.23,5816,100,0.022,-0.72,19.2878,2
452.3,204.21,5818,100,0.021,-0.72,19.2872,2
452.35,204.19,5819,100,0.021,-0.73,19.2865,2
452.4,204.16,5820,100,0.02,-0.73,19.2858,2
452.45,204.13,5821,100,0.019,-0.74,19.2852,2
452.5,204.1,5823,100,0.018,-0.74,19.2845,2
452.55,204.02,5826,100,0.016,-0.75,19.283,2
452.6,204.02,5826,100,0.016,-0.75,19.283,2
452.65,203.97,5827,100,0.015,-0.76,19.2822,2
452.7,203.94,5827,100,0.015,-0.76,19.2818,2
452.75,203.89,5828,100,0.014,-0.76,19.2812,2
452.8,203.85,5828,100,0.014,-0.76,19.2805,2
452.85,203.8,5828,100,0.014,-0.76,19.2798,2
452.9,203.75,5827,100,0.014,-0.76,19.2791,2
452.95,203.7,5826,100,0.014,-0.76,19.2784,2
453,203.66,5825,100,0.015,-0.76,19.2777,2
453.05,203.62,5823,100,0.015,-0.76,19.2771,2
453.1,203.57,5821,100,0.018,-0.75,19.2763,2
453.15,203.54,5818,100,0.021,-0.75,19.2758,2
453.2,203.51,5813,100,0.025,-0.74,19.275,2
453.25,203.5,5808,100,0.029,-0.73,19.2743,2
453.3,203.49,5804,100,0.03,-0.72,19.2738,2
453.35,203.48,5799,100,0.032,-0.71,19.2731,2
453.4,203.48,5794,100,0.036,-0.7,19.2724,2
453.45,203.49,5788,100,0.043,-0.67,19.2717,2
453.5,203.52,5780,100,0.049,-0.63,19.271,2
453.55,203.56,5772,100,0.054,-0.59,19.2704,2
453.6,203.63,5766,100,0.057,-0.55,19.2697,2
453.65,203.69,5761,100,0.058,-0.51,19.2691,2
453.7,203.76,5758,100,0.06,-0.46,19.2685,2
453.75,203.84,5755,100,0.064,-0.39,19.2679,2
453.8,203.95,5752,100,0.066,-0.29,19.2672,2
453.85,204.06,5751,100,0.067,-0.2,19.2665,2
453.9,204.18,5751,100,0.068,-0.07,19.2658,2
453.95,204.3,5753,100,0.065,0.06,19.2652,2
454,204.42,5758,100,0.06,0.2,19.2645,2
454.05,204.52,5765,100,0.056,0.31,19.2638,2
454.1,204.6,5772,100,0.05,0.42,19.2631,2
454.15,204.67,5779,100,0.041,0.52,19.2624,2
454.2,204.71,5787,100,0.036,0.58,19.2619,2
454.25,204.74,5796,100,0.032,0.62,19.2612,2
454.3,204.76,5804,100,0.033,0.64,19.2605,2
454.35,193.2,5740,100,-38.738,40.03,19.2599,2
454.4,192.47,5447,100,0.22,-0.11,19.2592,2
454.45,192.67,5415,100,0.079,-0.21,19.2585,2
454.5,192.79,5428,100,0.064,-0.25,19.2579,2
454.55,192.91,5450,100,0.074,-0.21,19.2573,2
454.6,193.06,5459,100,0.082,-0.12,19.2567,2
454.65,193.18,5466,100,0.084,-0.07,19.2561,2
454.7,193.34,5467,100,0.09,-0.05,19.2555,2
454.75,193.5,5465,100,0.089,-0.05,19.2548,2
454.8,193.67,5464,100,0.086,-0.08,19.2541,2
454.85,193.82,5467,100,0.082,-0.16,19.2535,2
454.9,193.95,5470,100,0.077,-0.24,19.2529,2
454.95,194.09,5475,100,0.075,-0.3,19.2522,2
455,194.21,5480,100,0.074,-0.34,19.2516,2
455.05,194.33,5484,100,0.071,-0.38,19.251,2
455.1,194.44,5489,100,0.071,-0.4,19.2504,2
455.15,194.56,5494,100,0.073,-0.38,19.2497,2
455.2,194.69,5499,100,0.077,-0.36,19.2491,2
455.25,194.8,5502,100,0.079,-0.33,19.2485,2
455.3,194.92,5504,100,0.08,-0.31,19.2478,2
455.35,195.05,5505,100,0.081,-0.28,19.2472,2
455.4,195.17,5506,100,0.081,-0.23,19.2466,2
455.45,195.31,5507,100,0.081,-0.16,19.246,2
455.5,195.45,5509,100,0.082,-0.08,19.2454,2
455.55,195.62,5514,100,0.08,0.04,19.2446,2
455.6,195.76,5519,100,0.078,0.13,19.244,2
455.65,195.88,5523,100,0.077,0.2,19.2434,2
455.7,196.01,5528,100,0.076,0.25,19.2428,2
455.75,196.13,5533,100,0.076,0.29,19.2422,2
455.8,196.26,5536,100,0.075,0.3,19.2415,2
455.85,196.38,5539,100,0.075,0.28,19.2409,2
455.9,196.5,5542,100,0.076,0.25,19.2403,2
455.95,196.65,5546,100,0.078,0.2,19.2395,2
456,196.78,5548,100,0.079,0.16,19.2389,2
456.05,196.92,5551,100,0.079,0.1,19.2383,2
456.1,197.04,5554,100,0.079,0.05,19.2377,2
456.15,197.18,5557,100,0.078,-0.01,19.2371,2
456.2,197.31,5561,100,0.077,-0.07,19.2364,2
456.25,197.48,5566,100,0.077,-0.14,19.2357,2
456.3,197.58,5569,100,0.076,-0.18,19.2352,2
456.35,197.73,5574,100,0.075,-0.22,19.2344,2
456.4,197.85,5579,100,0.074,-0.25,19.2338,2
456.45,197.98,5583,100,0.073,-0.26,19.2332,2
456.5,198.09,5586,100,0.073,-0.27,19.2326,2
456.55,198.2,5589,100,0.073,-0.26,19.232,2
456.6,198.32,5593,100,0.074,-0.25,19.2313,2
456.65,198.44,5596,100,0.074,-0.24,19.2307,2
456.7,198.59,5599,100,0.075,-0.2,19.23,2
456.75,198.7,5601,100,0.076,-0.15,19.2294,2
456.8,198.85,5604,100,0.076,-0.09,19.2287,2
456.85,198.98,5607,100,0.076,-0.04,19.2281,2
456.9,199.11,5610,100,0.075,0.01,19.2275,2
456.95,199.25,5614,100,0.075,0.05,19.2267,2
457,199.39,5618,100,0.075,0.07,19.2261,2
457.05,199.52,5621,100,0.074,0.08,19.2254,2
457.1,199.64,5625,100,0.074,0.1,19.2248,2
457.15,199.76,5628,100,0.074,0.11,19.2242,2
457.2,199.9,5632,100,0.073,0.12,19.2235,2
457.25,200.01,5636,100,0.073,0.12,19.2229,2
457.3,200.14,5639,100,0.073,0.11,19.2223,2
457.35,200.26,5642,100,0.074,0.08,19.2217,2
457.4,200.43,5646,100,0.073,0.03,19.2209,2
457.45,200.53,5649,100,0.073,0.01,19.2203,2
457.5,200.68,5653,100,0.073,-0.02,19.2196,2
457.55,200.8,5656,100,0.073,-0.04,19.2189,2
457.6,200.93,5660,100,0.072,-0.06,19.2183,2
457.65,201.05,5663,100,0.072,-0.08,19.2177,2
457.7,201.18,5667,100,0.071,-0.1,19.217,2
457.75,201.3,5671,100,0.071,-0.12,19.2164,2
457.8,201.41,5674,100,0.071,-0.13,19.2158,2
457.85,201.55,5678,100,0.071,-0.14,19.215,2
457.9,201.67,5682,100,0.07,-0.14,19.2144,2
457.95,201.78,5685,100,0.07,-0.14,19.2138,2
458,201.93,5688,100,0.07,-0.14,19.213,2
458.05,202.02,5691,100,0.07,-0.14,19.2125,2
458.1,202.17,5695,100,0.07,-0.13,19.2117,2
458.15,202.27,5698,100,0.07,-0.12,19.2112,2
458.2,202.4,5701,100,0.07,-0.12,19.2105,2
458.25,202.5,5704,100,0.069,-0.11,19.2099,2
458.3,202.64,5708,100,0.069,-0.1,19.2092,2
458.35,202.76,5711,100,0.069,-0.1,19.2085,2
458.4,202.88,5714,100,0.069,-0.09,19.2079,2
458.45,203.01,5718,100,0.069,-0.09,19.2071,2
458.5,203.11,5720,100,0.069,-0.08,19.2066,2
458.55,203.24,5724,100,0.068,-0.08,19.2059,2
458.6,203.38,5728,100,0.068,-0.07,19.2052,2
458.65,203.47,5730,100,0.068,-0.07,19.2046,2
458.7,203.62,5734,100,0.068,-0.07,19.2038,2
458.75,203.72,5737,100,0.068,-0.07,19.2033,2
458.8,203.86,5741,100,0.067,-0.07,19.2025,2
458.85,203.95,5743,100,0.067,-0.07,19.202,2
458.9,204.08,5747,100,0.067,-0.07,19.2012,2
458.95,204.21,5750,100,0.067,-0.07,19.2005,2
459,204.31,5753,100,0.067,-0.07,19.2,2
459.05,204.44,5757,100,0.066,-0.07,19.1993,2
459.1,204.53,5759,100,0.066,-0.07,19.1987,2
459.15,204.66,5763,100,0.066,-0.07,19.198,2
459.2,204.79,5766,100,0.066,-0.06,19.1972,2
459.25,204.88,5769,100,0.066,-0.06,19.1967,2
459.3,205.01,5772,100,0.065,-0.05,19.196,2
459.35,205.13,5776,100,0.065,-0.04,19.1952,2
459.4,205.24,5778,100,0.065,-0.02,19.1947,2
459.45,205.37,5782,100,0.064,0.03,19.1939,2
459.5,205.46,5785,100,0.064,0.07,19.1934,2
459.55,205.58,5789,100,0.063,0.1,19.1926,2
459.6,205.68,5792,100,0.063,0.14,19.192,2
459.65,205.8,5796,100,0.062,0.17,19.1913,2
459.7,205.92,5800,100,0.061,0.22,19.1906,2
459.75,206,5803,100,0.06,0.24,19.19,2
459.8,206.12,5807,100,0.059,0.27,19.1892,2
459.85,206.2,5809,100,0.059,0.28,19.1887,2
459.9,206.31,5812,100,0.059,0.28,19.1879,2
459.95,206.39,5814,100,0.06,0.27,19.1874,2
460,206.5,5817,100,0.06,0.25,19.1866,2
460.05,206.59,5819,100,0.06,0.24,19.186,2
460.1,206.69,5821,100,0.061,0.21,19.1853,2
460.15,206.79,5823,100,0.061,0.18,19.1847,2
460.2,206.91,5826,100,0.062,0.14,19.1839,2
460.25,207,5828,100,0.063,0.09,19.1834,2
460.3,207.12,5830,100,0.062,0.01,19.1826,2
460.35,207.22,5834,100,0.061,-0.06,19.1821,2
460.4,207.34,5838,100,0.058,-0.15,19.1813,2
460.45,207.44,5843,100,0.056,-0.23,19.1806,2
460.5,207.53,5847,100,0.055,-0.28,19.18,2
460.55,207.62,5851,100,0.052,-0.34,19.1792,2
460.6,207.69,5854,100,0.051,-0.38,19.1787,2
460.65,207.78,5858,100,0.05,-0.41,19.1779,2
460.7,207.84,5861,100,0.05,-0.42,19.1773,2
460.75,207.92,5864,100,0.051,-0.42,19.1766,2
460.8,207.99,5866,100,0.053,-0.4,19.176,2
460.85,208.07,5868,100,0.054,-0.39,19.1752,2
460.9,208.16,5870,100,0.055,-0.37,19.1745,2
460.95,208.23,5871,100,0.054,-0.37,19.1739,2
461,208.3,5873,100,0.052,-0.37,19.1733,2
461.05,208.39,5875,100,0.05,-0.38,19.1725,2
461.1,208.45,5877,100,0.049,-0.37,19.1719,2
461.15,208.54,5879,100,0.049,-0.37,19.1712,2
461.2,208.63,5882,100,0.048,-0.37,19.1704,2
461.25,208.7,5885,100,0.048,-0.38,19.1698,2
461.3,208.76,5887,100,0.048,-0.38,19.1692,2
461.35,208.84,5890,100,0.047,-0.4,19.1685,2
461.4,208.91,5892,100,0.047,-0.42,19.1679,2
461.45,208.98,5896,100,0.045,-0.45,19.1671,2
461.5,209.05,5900,100,0.042,-0.49,19.1663,2
461.55,209.09,5904,100,0.039,-0.52,19.1657,2
461.6,209.12,5908,100,0.036,-0.55,19.1652,2
461.65,209.16,5914,100,0.032,-0.58,19.1643,2
461.7,209.18,5919,100,0.029,-0.61,19.1638,2
461.75,209.19,5925,100,0.025,-0.64,19.163,2
461.8,209.19,5930,100,0.023,-0.66,19.1624,2
461.85,209.19,5934,100,0.022,-0.67,19.1618,2
461.9,209.18,5938,100,0.021,-0.69,19.161,2
461.95,209.17,5941,100,0.02,-0.7,19.1604,2
462,209.13,5944,100,0.019,-0.71,19.1596,2
462.05,209.11,5945,100,0.018,-0.72,19.1589,2
462.1,209.07,5947,100,0.017,-0.73,19.1582,2
462.15,209.04,5949,100,0.016,-0.74,19.1575,2
462.2,209,5950,100,0.015,-0.74,19.1569,2
462.25,208.95,5952,100,0.015,-0.74,19.1561,2
462.3,208.91,5952,100,0.015,-0.74,19.1555,2
462.35,208.88,5952,100,0.015,-0.74,19.1549,2
462.4,208.82,5951,100,0.015,-0.74,19.1541,2
462.45,208.78,5950,100,0.015,-0.74,19.1534,2
462.5,208.75,5949,100,0.015,-0.74,19.1528,2
462.55,208.7,5947,100,0.017,-0.73,19.152,2
462.6,208.67,5944,100,0.018,-0.73,19.1513,2
462.65,208.64,5941,100,0.02,-0.72,19.1507,2
462.7,208.62,5938,100,0.022,-0.71,19.1501,2
462.75,208.59,5934,100,0.023,-0.71,19.1493,2
462.8,208.58,5932,100,0.023,-0.7,19.1486,2
462.85,208.57,5929,100,0.023,-0.7,19.148,2
462.9,208.56,5928,100,0.022,-0.69,19.1474,2
462.95,208.54,5927,100,0.019,-0.7,19.1466,2
463,208.52,5929,100,0.014,-0.71,19.1459,2
463.05,208.49,5932,100,0.01,-0.72,19.1453,2
463.1,208.44,5935,100,0.006,-0.73,19.1445,2
463.15,208.41,5938,100,0.005,-0.73,19.1439,2
463.2,208.37,5939,100,0.005,-0.74,19.1433,2
463.25,208.31,5941,100,0.006,-0.74,19.1425,2
463.3,208.27,5941,100,0.009,-0.74,19.1419,2
463.35,208.22,5939,100,0.013,-0.74,19.1411,2
463.4,208.18,5935,100,0.02,-0.74,19.1405,2
463.45,208.16,5931,100,0.026,-0.73,19.1399,2
463.5,208.14,5923,100,0.032,-0.7,19.1391,2
463.55,208.13,5916,100,0.04,-0.69,19.1385,2
463.6,208.14,5908,100,0.045,-0.66,19.1378,2
463.65,208.17,5900,100,0.049,-0.61,19.1372,2
463.7,208.22,5890,100,0.053,-0.55,19.1363,2
463.75,208.26,5884,100,0.056,-0.47,19.1357,2
463.8,208.33,5878,100,0.058,-0.38,19.1351,2
463.85,208.44,5873,100,0.06,-0.23,19.1343,2
463.9,208.53,5872,100,0.06,-0.09,19.1337,2
463.95,208.62,5873,100,0.058,0.07,19.133,2
464,208.71,5876,100,0.054,0.21,19.1324,2
464.05,208.81,5883,100,0.05,0.34,19.1316,2
464.1,208.88,5886,100,0.052,0.4,19.131,2
464.15,208.95,5888,100,0.049,0.43,19.1304,2
464.2,209.02,5892,100,0.049,0.44,19.1296,2
464.25,209.07,5895,100,0.051,0.41,19.129,2
464.3,209.16,5895,100,0.055,0.32,19.1282,2
464.35,209.23,5896,100,0.056,0.28,19.1276,2
464.4,209.34,5896,100,0.058,0.2,19.1268,2
464.45,209.42,5895,100,0.058,0.11,19.1263,2
464.5,209.5,5896,100,0.057,-0.01,19.1257,2
464.55,209.62,5901,100,0.051,-0.2,19.1249,2
464.6,209.69,5907,100,0.046,-0.33,19.1243,2
464.65,209.75,5913,100,0.044,-0.43,19.1236,2
464.7,209.82,5917,100,0.043,-0.5,19.1228,2
464.75,209.87,5920,100,0.043,-0.51,19.1222,2
464.8,209.92,5925,100,0.044,-0.52,19.1214,2
464.85,209.95,5928,100,0.046,-0.51,19.1208,2
464.9,210,5930,100,0.051,-0.47,19.1201,2
464.95,210.06,5928,100,0.054,-0.43,19.1194,2
465,210.12,5926,100,0.055,-0.37,19.1189,2
465.05,210.2,5923,100,0.056,-0.28,19.1181,2
465.1,210.29,5921,100,0.056,-0.16,19.1174,2
465.15,210.39,5920,100,0.055,-0.01,19.1167,2
465.2,210.49,5924,100,0.051,0.17,19.116,2
465.25,210.57,5929,100,0.046,0.31,19.1154,2
465.3,210.64,5937,100,0.042,0.43,19.1147,2
465.35,210.69,5941,100,0.036,0.53,19.114,2
465.4,210.72,5949,100,0.031,0.59,19.1133,2
465.45,210.73,5957,100,0.028,0.62,19.1127,2
465.5,210.73,5966,100,0.028,0.64,19.1119,2
465.55,210.73,5972,100,0.032,0.65,19.1111,2
465.6,210.73,5973,100,0.035,0.64,19.1106,2
465.65,210.73,5972,100,0.037,0.64,19.11,2
465.7,210.73,5969,100,0.038,0.64,19.1092,2
465.75,210.75,5966,100,0.04,0.62,19.1086,2
465.8,210.76,5961,100,0.043,0.59,19.1079,2
465.85,210.8,5957,100,0.044,0.55,19.1071,2
465.9,210.83,5954,100,0.045,0.51,19.1066,2
465.95,210.89,5952,100,0.046,0.46,19.1057,2
466,210.95,5950,100,0.048,0.4,19.105,2
466.05,211.02,5949,100,0.05,0.34,19.1044,2
466.1,211.1,5948,100,0.052,0.28,19.1038,2
466.15,211.19,5947,100,0.054,0.21,19.1031,2
466.2,211.3,5947,100,0.055,0.14,19.1023,2
466.25,211.39,5947,100,0.055,0.08,19.1016,2
466.3,211.49,5949,100,0.055,0.02,19.1009,2
466.35,211.58,5952,100,0.054,-0.04,19.1003,2
466.4,211.67,5955,100,0.053,-0.08,19.0996,2
466.45,211.76,5959,100,0.053,-0.11,19.0989,2
466.5,211.85,5961,100,0.053,-0.13,19.0983,2
466.55,211.94,5964,100,0.052,-0.16,19.0976,2
466.6,212.03,5967,100,0.052,-0.18,19.0969,2
466.65,212.12,5970,100,0.051,-0.21,19.0962,2
466.7,212.2,5973,100,0.05,-0.23,19.0955,2
466.75,212.29,5976,100,0.05,-0.25,19.0949,2
466.8,212.38,5978,100,0.051,-0.24,19.0941,2
466.85,212.47,5979,100,0.052,-0.21,19.0934,2
